87,Ripe4_,2,1240,415,39,97
88,Ripe4_,2,1236,416,43,93
89,Ripe4_,2,1232,415,47,101
90,Ripe4_,2,1229,414,50,107
91,Ripe4_,2,1226,415,53,108
92,Ripe4_,2,1224,416,55,108
93,Ripe4_,2,1221,418,58,109
94,Ripe4_,2,1219,419,60,109
95,Ripe4_,2,1216,420,63,110
96,Ripe4_,2,1213,420,66,110
97,Ripe4_,2,1209,420,69,110
98,Ripe4_,2,1206,420,72,110
99,Ripe4_,2,1203,420,75,109
100,Ripe4_,2,1199,420,78,109
101,Ripe4_,2,1196,420,81,109
102,Ripe4_,2,1194,420,83,109
103,Ripe4_,2,1191,420,86,109
104,Ripe4_,2,1189,420,88,109
105,Ripe4_,2,1187,420,91,109
106,Ripe4_,2,1184,420,93,108
107,Ripe4_,2,1182,420,96,108
108,Ripe4_,2,1180,420,98,108
109,Ripe4_,2,1177,420,101,108
110,Ripe4_,2,1175,420,103,108
111,Ripe4_,2,1174,420,104,108
112,Ripe4_,2,1172,420,105,108
113,Ripe4_,2,1171,420,106,107
114,Ripe4_,2,1169,420,107,107
115,Ripe4_,2,1168,420,108,107
116,Ripe4_,2,1166,420,109,107
117,Ripe4_,2,1165,420,110,107
118,Ripe4_,2,1163,421,111,106
119,Ripe4_,2,1162,421,112,106
120,Ripe4_,2,1160,421,113,106
121,Ripe4_,2,1159,421,114,106
122,Ripe4_,2,1157,421,115,106
123,Ripe4_,2,1156,421,116,105
124,Ripe4_,2,1154,421,117,105
125,Ripe4_,2,1153,421,118,105
126,Ripe4_,2,1148,421,122,102
127,Ripe4_,2,1148,422,120,100
128,Ripe4_,2,1146,421,121,101
129,Ripe4_,2,1145,420,122,102
130,Ripe4_,2,1145,421,119,102
131,Ripe4_,2,1144,420,119,103
132,Ripe4_,2,1143,420,119,104
133,Ripe4_,2,1141,420,120,104
134,Ripe4_,2,1141,421,118,103
135,Ripe4_,2,1140,421,119,103
136,Ripe4_,2,1139,421,119,103
137,Ripe4_,2,1138,421,119,103
138,Ripe4_,2,1137,421,119,103
139,Ripe4_,2,1136,421,120,102
140,Ripe4_,2,1136,421,119,101
141,Ripe4_,2,1135,420,120,103
142,Ripe4_,2,1133,420,121,103
143,Ripe4_,2,1132,420,121,103
144,Ripe4_,2,1132,420,121,103
145,Ripe4_,2,1131,420,121,103
146,Ripe4_,2,1131,421,119,102
147,Ripe4_,2,1130,420,120,103
148,Ripe4_,2,1129,420,120,103
149,Ripe4_,2,1129,421,119,102
150,Ripe4_,2,1130,422,117,100
151,Ripe4_,2,1129,422,118,100
152,Ripe4_,2,1129,422,118,100
153,Ripe4_,2,1129,421,118,101
154,Ripe4_,2,1129,421,119,102
155,Ripe4_,2,1130,422,117,100
156,Ripe4_,2,1130,421,118,101
157,Ripe4_,2,1129,420,119,103
158,Ripe4_,2,1129,421,119,102
159,Ripe4_,2,1129,422,118,100
160,Ripe4_,2,1129,422,118,100
161,Ripe4_,2,1129,422,118,100
162,Ripe4_,2,1128,422,118,100
163,Ripe4_,2,1128,422,117,100
164,Ripe4_,2,1125,422,119,101
165,Ripe4_,2,1125,423,117,99
166,Ripe4_,2,1124,422,117,100
167,Ripe4_,2,1121,422,118,100
168,Ripe4_,2,1118,421,119,101
169,Ripe4_,2,1117,422,118,99
170,Ripe4_,2,1115,422,119,100
171,Ripe4_,2,1115,423,118,98
172,Ripe4_,2,1114,421,117,100
173,Ripe4_,2,1112,420,118,101
174,Ripe4_,2,1109,419,119,103
174,Unripe_,3,1215,338,55,52
175,Ripe4_,2,1108,419,117,102
175,Unripe_,3,1211,338,57,53
176,Ripe4_,2,1106,418,117,103
176,Unripe_,3,1209,339,57,51
177,Ripe4_,2,1104,419,117,102
177,Unripe_,3,1209,340,55,50
178,Ripe4_,2,1102,420,117,102
178,Unripe_,3,1207,340,55,50
179,Ripe4_,2,1101,419,117,102
179,Unripe_,3,1205,343,53,48
180,Ripe4_,2,1098,418,117,103
180,Unripe_,3,1203,343,53,48
181,Ripe4_,2,1095,417,118,104
181,Unripe_,3,1202,343,52,47
182,Ripe4_,2,1095,418,115,103
182,Unripe_,3,1198,342,53,48
183,Ripe4_,2,1093,418,116,103
183,Unripe_,3,1196,341,53,48
184,Ripe4_,2,1091,418,116,103
184,Unripe_,3,1195,341,53,48
185,Ripe4_,2,1091,418,115,103
185,Unripe_,3,1194,340,53,49
186,Ripe4_,2,1090,418,116,103
186,Unripe_,3,1193,340,54,50
187,Ripe4_,2,1089,418,116,102
187,Unripe_,3,1192,339,52,50
188,Ripe4_,2,1089,418,115,102
188,Unripe_,3,1191,339,52,51
189,Ripe4_,2,1088,417,117,104
189,Unripe_,3,1190,339,52,51
190,Ripe4_,2,1089,417,116,103
190,Unripe_,3,1190,339,51,50
191,Ripe4_,2,1088,417,116,103
191,Unripe_,3,1190,339,52,50
