21,Unripe_,1,1239,154,40,87
22,Unripe_,1,1236,153,43,93
23,Unripe_,1,1223,150,56,96
24,Unripe_,1,1209,154,70,91
25,Unripe_,1,1196,147,83,102
26,Unripe_,1,1182,146,96,99
27,Unripe_,1,1169,148,100,100
28,Unripe_,1,1155,149,104,101
29,Unripe_,1,1147,145,104,104
30,Unripe_,1,1143,145,103,104
31,Unripe_,1,1136,146,104,103
32,Unripe_,1,1125,145,104,104
33,Unripe_,1,1122,145,101,104
34,Unripe_,1,1112,144,104,106
35,Unripe_,1,1101,145,104,104
35,Ripe4_,4,1229,424,50,160
36,Unripe_,1,1096,146,100,102
36,Ripe4_,4,1225,425,54,160
37,Unripe_,1,1089,146,102,102
37,Ripe4_,4,1222,424,57,167
38,Unripe_,1,1087,145,102,104
38,Ripe4_,4,1217,423,62,166
39,Unripe_,1,1082,145,104,105
39,Ripe4_,4,1211,423,68,165
40,Unripe_,1,1079,145,103,105
40,Ripe4_,4,1206,422,73,164
41,Unripe_,1,1078,145,101,105
41,Ripe4_,4,1209,416,70,173
42,Unripe_,1,1077,145,100,105
42,Ripe4_,4,1207,418,73,173
43,Unripe_,1,1075,145,100,105
43,Ripe4_,4,1204,420,75,173
44,Unripe_,1,1074,146,98,104
44,Ripe4_,4,1202,421,78,172
45,Unripe_,1,1072,145,100,105
45,Ripe4_,4,1199,423,80,172
46,Unripe_,1,1067,145,100,105
46,Ripe4_,4,1196,423,83,171
47,Unripe_,1,1065,145,99,105
47,Ripe4_,4,1194,422,85,170
48,Unripe_,1,1063,146,99,104
48,Ripe4_,4,1191,422,88,170
49,Unripe_,1,1062,146,99,105
49,Ripe4_,4,1188,422,91,169
50,Unripe_,1,1059,146,101,105
50,Ripe4_,4,1186,421,93,168
51,Unripe_,1,1059,146,100,104
51,Ripe4_,4,1183,421,96,167
52,Unripe_,1,1058,146,99,103
52,Ripe4_,4,1181,420,98,168
53,Unripe_,1,1056,145,100,105
53,Ripe4_,4,1180,419,100,170
54,Unripe_,1,1055,145,100,105
54,Ripe4_,4,1178,418,101,171
